index,score,text
1416,10,저는 정말 재밌게 봤네요
1417,10,솔직히 78점은 되는 영화다 저스티스리그가 몬지 배트맨 슈퍼맨 원더우먼이 코믹스에서 어떻게 표현되었는지 알지도 못하면서 영화1편보고 1점주는 어린것들이 더 문제같다
1418,10,혹평들이 많아서 걱정 했는데 진심 너무 재밌었음 시간이 어떻게 가는줄 모르고 완전 집중하고 봄 슈퍼맨 너무 멋짐 
1419,10,전통히어로들의 부활 그것만으로 충분합니다 재미는덤
1420,10,잼났어용 엄청나게
1421,1,내가 본 영화중 몇몇 안되는 최악의 영화 중 하나이다 별 1개도 아깝다 렉스 역은 예전 시리즈의 조커 이미지와 90프로 겹쳤고 배트맨과 슈퍼맨이 싸워야하는 이유 등등 당위성이 부족한 상태에서 억지로 끌고나가는 이
1422,1,스토리의 개연성이 없다 한 장면 한 장면은 볼만하지만 각 장면들이 전혀 매끄럽게 이어지지가 않는다 그냥저냐 시간때우기용으로 나쁘지 않지만 이렇게 훌륭한 재료로 만든 요리가 고작 먹을만 해서는 곤란하다
1423,10,맨오브스틸을 보시고 가시면 더욱더 이해가 빠르실겁니다
1424,1,짬짜면을 시켰는데 짬뽕국물과 짜장양념이 뒤섞인것 같은 영화였다
1425,6,액션신에서 슈퍼맨의 애정행각 보기불편함참고로 배트맨은얍삽하구 슈퍼맨은 영화내내 동네북이구 둠스데이싸움신에서 원더우먼 등장 그 등장 한장면만 기억에남음
1426,9,재밌지않나충분히 재미있었다
1427,10,최고였다마블이 유아용영화라면 디씨는 성인용 히어로물강추한다
1428,8,영화재미는 아쉽지만 밴의 뱃맨은 최고엿다
1429,1,부모님이 이거 보신다길래 황급히 말렸음 효자된듯
1430,10,DC에 관심이 있다면 영화보기전에 배경지식 좀 알고 가자 잭 스나이더는 그 많은 캐릭터 스토리를 최대한 부담스럽지 않게 요약했다 개연성 부족한건 사실이지만 그것이 이 영화이해하는데 해를 끼치는건 아니다
1431,9,사이보그 플래시 아쿠아맨 등 앞으로 나올 히어로들 기대되네요 재밌게 봤습니다
1432,1,1점도 아깝다  어느 누구하나 사고나 행동이 이해되는 사람이 없음 다들 이상함 슈퍼맨과 배트맨이 싸우는 것도 화해하믄 것도 어이가 없어서 실소만 원더우먼 이쁜건 맞지만 등장이 너무 뜬금없음 돈아까움
1433,10,오랜만에 영화관 갔는데 정말 시간가는줄 모르고 재밌게 봤습니다  벌써부터 후속편이 기대되네요
1434,10,재밌기만하던데긴장감 쩌러
1435,9,잼잇당 누가 별로라고 한거고
1436,10,알바들도 아니고 마블영화에는 10점씩 주는 인간들이 DC세계관이 담긴 영화는 평점 어떻게든 낯추려는게 한심해보인다 저스티스의 시작일뿐 즐겼으면 즐긴대로 평점주시길
1437,6,너무 산만하고 개연성 부족하니 몰입감 급 하락 기억에 남는 건 원더우먼과 영화 음악 뿐
1438,1,쓰 래 기 같은영화 돈주고보기아까워요보지마세요
1439,1,갓 배변한 신선한 똥이 왔습니다 좋은 소재를  어디까지 망쳐버릴 수 있는지 를 보여주는 아주 좋은 예죠 이렇게 마블과의 격차는 벌어져만 가는 걸까요 기어다니는 아기를 억지로 뛰게 만드니 넘어질 수 밖에 없죠
1440,10,저스티스리그의 대한 전반적인 상식을 알고보면 정말 재밌다 다만 영화자체의 전개는 관객한테 불친절하다 그러나 영화 오프닝 전개는 역대급
1441,1,제목만 거창하게 배트맨 VS 슈퍼맨정작 싸우고 난 뒤 피해입는건 시민디씨코믹스의 막장전개에 웃고마지막 화해하는 장면에서 또 한번 웃었다
1442,1,시간아깝고 그냥 보지마세요
1443,1,쓰레기영화 만화영화
1444,1,어이가없다 배트맨은 왜 이렇게 멍청하게 표현을 해놨는지 함정을 그냥 일직선으로 우수수깔아놓네 암거나 하나만 걸려랏 이건가
1445,10,핵 꿀잼이다 적어도 8점 중반대는 족히 받아야될 영화가 7점이라 10점 넣어주고감 OST  는 정말 소름돋는다
1446,10,와 진짜 지리게잼있음
1447,10,완전재밌음 작품성이 참 대단한거같음
1448,10,평점보고 아 망했구나하면서 보러갔는데 개꿀잼에 떡밥들도 많고  암튼 개이득
1449,10,헨리숲은 두말할것도 없고 사과뱃도 진짜 핵 쩔엇음 원더우먼도 개 멋있었고  브금도 믿고 듣는 한스짐머 
1450,10,유치하지 않은것만으로도 잘만들엇다
1451,10,재밌는데마블충들이많네 
1452,1,개인적으로 브라이언 싱어 감독과 많이 비교가 됨 데오퓨에서 주요인물 총 출동과 과거와 미래를 오고가는 복잡한 상황을 조잡하지 않게 스토리를 풀어나감과 동시에 차기작에 대한 기대치까지 살린 반면 잭은 '배트맨 
1453,10,검사외전 내부자들 보다 훨씬 잼있다
1454,1,나는 이런영화를 기대하지않았는데
1455,1,완전쓰레기  빨리좀 끝내주지
1456,8,평점테러하는놈들다패주고싶은마음배트맨팬이라면아주좋아하게될겁니다  크리스찬베일배트맨의 거부감드는무게보다는나아요 압도되는스케일에가슴이두근거릴정도
1457,3,볼만은했는데 뭔가 배트맨이 사람 죽이는건 좀 아니지 않나 내용이 좀 유치하기도하고 아 좀 지루했음
1458,10,명작 탄생 근데 진짜 자막이 아쉽긴 했음  감독이 떡밥도 많이 던져줌
1459,10,넘나 멋있는것 최고에요
1460,1,아드님 친구입니다에서 조용히 나옴
1461,10,기대 안하고 봤다 그래서 엄청 재밌게 봤다
1462,10,비주얼적인 면에서 볼게 정말 많은 영화 전 재미있게 봤어요
1463,10,이해력 높은사람들은 재미  히어로 영화하면 액션만 기대하는 사람들 영화에서 전달하는 철학적인 메세지도 받기를 대결중 원더우먼 등장신은 대박
1464,10,개띵작 다음편 매유기대
1465,9,조금 뜬금포가 많았지만 기대한 만큼 재밌던 영화 후속편이 더 기대됩니다
1466,8,재미있었음  근디 너무 많은걸 담으려고 해서 그런가 내용 전개가 굉장히 빠르고 인물간의 감정도 갑자기 바뀜  원쑤 처럼 싸우다 칭구 이럼 
1467,7,너무 많은 기대는 하지말자 하지만 인터넷에서 나오는 것 처럼 그린랜턴 급은 아니다 어이없는 장면과 급전개 개연성 부족이 이 영화를 비난하게 한다 하지만 배트맨과 슈퍼맨을 같은 스크린에서 봤다는 것 만으로 난 
1468,10,DC의 완벽한 부활 마블의 가벼운 분위기에 식상해질 때 즈음 DC 특유의 어두운 분위기가 전반에 깔리며 전개되는 멋진 전율
1469,8,이영화 네이트디아즈네요 초반에는 뭐하지하다가 후반부에 확실히 보여주네요 잘봤습니다
1470,10,볼만함 화려함  귀차나
1471,10,역시 히어로는 DC히어로  원더우먼 사랑해요
1472,10,아주빵빵터지고 난리가아니네
1473,7,잼나게 잘봤습니다후속편이 또 나올것 같던데기대됩니다
1474,10,재미없다는 댓글보고 기대안하고 갔다가 정말 재밌게봤어요 확실히 어벤져스2보단 잼씀
1475,10,원더우먼이 나올줄은 진짜 상상도 못해가지고 나왔을때 겁나 놀람 캐스팅도 잘했더라 존예임
1476,10,평점보고 예매취소했으면 어쩔뻔했어
1477,10,외국인 친구들에게 검사외전 베테랑 신의한수랑 배트맨VS슈퍼맨 보여주고 이 네 영화중에 배트맨VS 슈퍼맨 한국영화평점이 제일 낮다고 하니깐 미개하고 열등한 옐로우 몽키들이라고 쳐맞고 왕따로 전락했습니다
1478,10,와 진짜 지금보고왔는데 극장안의 관객들도 반응이 좋던데 여기 평점들 왜이러냐;;;; 난 대박 흥분하며 보았는데
1479,1,뭐라  씨부리는 건지 원;;
1480,6,다음부터는 작가를 먼저구하시게
1481,6,예고편이 다인 영화 볼거리는 예고편보다 훨씬 많지만 내용은 예고편이 전부입니다 그만큼 각각의 볼거리는 좋으나 심한 짜깁기로 인한 내용전달력과 설득력이 없음
1482,10,평점 조절용이다착각하지마라
1483,1,150분영화라니 반지의제왕도 150분인데
1484,6,잭 스나이더는 왜 마이클베이가 되었나
1485,10,괜히 평 보고 걱정했네요 엄청 재밌습니다
1486,1,어이없어서 웃음만 나옴
1487,10,긴 시간이지만  액션 보고 나니 잼나더라 
1488,1,엄마 세상이 미워요 
1489,10,화해하는 방식은 좀 실망이지만 DC특유의 분위기 그리고 액션이 너무 좋았고 벤 애플렉의 배트맨과 갤 가돗의 원더우먼은 신의한수
1490,1,오늘 조조 로 영화를 보았는데 기대를 했건만  스토리도 그렇코  마치  우뢰맨을  보는 느낌 CG 에  식상함 이랄까  요즘 영화에  비추워 볼때   영 영 아님    원더우먼 나오는  작면에서  저도 모르게 웃음이
1491,1,예고편이 더 재미있는 영화 오랜만이네요
1492,1,똥이여똥아아앙나크
1493,1,시빌워나 기대하지   저스티스루저
1494,1,아 진짜 아쉽다 너무너무 아쉽다 목빠지게 기다렸던 작품의 결과가 처참할땐 그 심정을 이루 말할 수 없음 개연성 부족 지루함 다 맞지만 왠만하면 커버쳐줄라고 해도 이건 감독역량부족인듯 제시 아이젠버그 연기
1495,10,스토리는 조금 아쉬웠어도 액션이나 원더우먼 등은 괜찮았으며 배트맨 캐릭터로서는 괜찮았다 저스티스의 시작을 위한 희생이것지 왜 마블도 솔까 어벤1 아이언맨 말고는 솔직 그닥이였잖아 힘내라 디시
1496,6,어벤져스를 만들기 위해 토르1과 캡틴아메리카1을 만들었던 마블의 공들이기가 DC에도 필요하지 않았나 싶습니다 OO 진짜 개연성은 어따 팔아먹나
1497,7,"중반부까지 둘중 하나 죽어야지 끝날거 같더니 끝으로 가면서 ""우리 친구아이가"""
1498,7,평가가 안 좋타면 애플릭은 데이먼한테 진거나 마찬가진데 데이먼이 애플릭한테 자기는 제이슨본으로 저스티스리그를 이길 수있다고 장담했는데 애플릭은 저스티스를 이길수 없다고 예기했는데 대리어 저스티스리그가 제이슨본한테 지
1499,8,화해 장면은 정말 이해가 안 된다 
1500,7,일단 시작을 알리는 시리즈니 어느정도 부족할것이라는 예상은 했었는대 개연성이 너무 없다 왜 배트맨이 이래야했는지 원더우먼이 왜 나서는지 등 설명이 없는게 아쉽 일단 시작인 만큼 떡밥은 많다
1501,10,액션은 볼만함그리고 변역 이상함 영어공부합시다
1502,8,엄청 재밌게 봤습니다 DC특유의 무거운 분위기속에 히어로들의 고뇌와 현실적인 애환을 잘 보여준거같아요 무엇보다 액션이 시원 시원하니 좋았구요아쉬운게 있다면 스토리와 개연성의 아쉬움이 있네요떡밥도 많이 던졌던데
1503,10,영화 중간에 아주 잠깐 등장하는 조커의 흔적 조커가 로빈을 죽인건가 수어사이드 스쿼드 빨리 개봉해라
1504,10,마블이고 디씨고 비교떠나서 이정도면 충분히 잼있는데
1505,10,초딩들을 위한 마블형 영화가 아닙니다 어둡고 진지한 영화 원더우먼 진짜 멋짐
1506,9,나한테만재밌으면된거지
1507,8,솔직히 감정적으론 배트맨과 슈퍼맨의 화해가 이해되는데
1508,1,평점 조절용 진짜 영화보다 잠든건 처음이다 배트맨 슈퍼맨 두명의 거물을 쓰면서도 이렇게도 못만드나참
1509,10,엄마이름가지고 왜 다들 트집 엄마이름을 알아야 배트맨이 구해줄거 아니냐고이름이 같으니 악당한테 죽은 자기엄마 생각도 나고  애초에 비현실적인 영웅물에 무슨 대단한 깨알 스토리를 기대하는건지이정도면 킬링타임
1510,1,마블 흥행하는거보고 허겁지겁 만든 티가 난다
1511,10,화해는 죽기 직전의 슈퍼맨이 인간인 자신의 어머니를 구해달라는거 보고 슈퍼맨이 인간을 해치지 않을거라고 생각했고 배트맨은 부모님이 비극적으로 돌아가셨고 그런 꼴 나는게 싫었던거겠지 대충 알아들으면 되지
1512,10,하도 재미없다길래 안보고 있다가 봤는데 별 기대 안하고 봐서 그런가 나는 재미있던데 
1513,10,난 좋았음 DC 유니버스 기대됨
1514,1,진짜기대이하 최악인듯
1515,7,마블팬들 주장처럼 배트맨이 슈퍼맨을 공격해야 하는 당위성이 부족한 건 맞다고 본다 그렇지만 나머지는 좋았다 특히 초기 우려와는 달리 벤애플렉 버젼 배트맨은 훌륭했다
1516,8,최종판 3시간짜리 길긴하지만 묵직하게 잘 진행한
1517,8,스토리에 아쉬움은 분명히 있지만 배트맨 액션장면은 역대 최강이다놀란영화보다 오히려 좋다감탄이 절로나옴그것만으로 값은 충분히 한다
1518,1,연출 개똥 스토리 엉망 내가 좋아하는 배트맨은 왜 그따구야 시바꺼
1519,10,왜 다들 까대고 난리여난 히어로들 주구장창 쏟아져나오는 스토리 개난잡한 시빌워보단 배대슈가 수백배는 더 꿀잼이었는데 배대슈 흥행 실패한게 넘 아쉽 
1520,4,돈아까운영화 시빌워에 KO
1521,10,졸잼  슈퍼맨 개쩜 배트맨 어두움
1522,10,배트맨과 슈퍼맨이 신나게 싸우다 끝나는 영화 아니에요 이건 서막이에요 광대한 이야기의 첫 스텝 마블 생각하고 보시면 재미없습니다 유념하세요 이건 베스트입니다
1523,10,6점짜리는 아니고 75점 정도가 딱 적당한 정도인듯
1524,9,어벤져스가  전체관람가 히어로물이였다면 이건 성인 히어로 재미없다고 하는데 개인적으로 히어로들이 인간미 있고 좀 더 심각하고 진지하다 여운도 있고 어벤져스에 너무 익숙해져서 유쾌하지 않아 실망했다면 할 수
1525,1,뭔이야기하는지 하나도모르겟네
1526,10,배우 하나 하나 매력 짱짱스토리구성 탄탄 배경음악 영화의 몰입도를 높혀줌 역시 내가 직접 보고 느끼는 것이 얼마나 중요한지 깨닫게 한 영화스포당하고도 보자고 한 아들을 칭찬한다 남에 말듣고 안보면
1527,10,1점 준 분들 특징: 다크나이트와 비교 맨오브스틸을 안봄 DC케릭터에 대한 정보 무 저스티스팀의 시작이라는 명제를 왜 달았는지는 모르고 마냥 떡밥만 뿌리거나 원더우먼 갑툭튀만 탓함
1528,10,주위에서 재미없다는 분이 있었는데 저는 너무 재밌게 봤네요밤 12시에 봤는데 안졸고 집중하고 봤어요습니다 또 맨오브스틸과 저스티스의시작 중간 이야기를 인터넷에서 찾아보고 가시면 좋을거같아요
1529,1,이번 일을 계기로 잭 스나이더가 영화씬에서 묻혀버리기를
1530,10,너무 기대만 안하고 간다면 충분히 재밌게 볼수 있는 영화임 연출 훌륭하고 액션 쩔어줌  다만 러닝타임이 길다는게 흠
1531,10,내인생 최고의 영화 정말 보는내낸 손떨리고 화려한 액성 상남자의 영화 강추
1532,10,평점보고 안봤으면 큰일날뻔 존잼 꿀잼 맨오브스틸만 봤어도 완전 재밌음
1533,10, 우와 재밌네여
1534,10,재밌기만하구만
1535,10,지린다 액션다필요없고 만원만 투자해라돈 안아깝다
1536,10,재밌는데 다음작품 기대되네
1537,10,어벤저스랑 완전다르고 재밌던데요  히어로가 떼로나온단것 말고는 서로 비슷하지도 않는 영화네요 편견없이 보면 근사한 영화
1538,9,친구들과 보고 왔는데 사람들이  왜 그렇게 평점을 낮게 주는지는 솔직히 모르겠다 사실 베트맨과 슈퍼맨이라는 착한 캐릭터가 싸우려는 것 자체가 말이 안되니까 그걸 이해시키려고 앞부분을 지루하게 한것 같지만 나는 뒷부
1539,10,내 인생은 '마사'라는 대본에 적힌 글귀로 인해 바뀌었다 - 벤 에플렉
1540,9,다른사람들의 후기에서 좀 실망을 했는데 저는 전혀 그렇지않고 재미있었어요마블의 가벼운 웃음섞인 액션보다 DC의 좀 진지한 액션을 좋아한다능 
1541,10,재미있구만1점 알바들 뭐냐
1542,10,히어로물 싫어하시는 우리아빠도 극찬을함 진짜 이건 슈퍼맨 얼굴때문이아니라 모든게 멋져보이는영화 어벤져스를 잊게만듬(돈안아까움
1543,10,개연성은 없지만 볼만합니다 자세한 설명이 부족한거 같지만그래도 볼만합니다 왜냐면배트맨하고 슈퍼맨이니까요
1544,10,초반 도입부가 좀 지루해 보이나 대충 원작 아는사람들이면 넘어갈 부분인듯 다른 세계관의 주인공들이 한자리에 모이는 영화들을 보면 참즐겁다
1545,10,평점에서 모 아니면 도 인 영화들은 알바가 많습니다역대 배트맨중 최고 였고 잭스나이더감독 영화중 최고였습니다
1546,9,조금 지루한면은 있었지만 잘봤습니다
1547,10,전 나름 괜찮았다고 보는데요  사실 영화를 보는 내내 이해가 안가는 부분이 있었지만 액션씬은 매우 좋았다고 봅니다  그리고 그렇게 욕할거면 당신들이 한번 해보시던가요 최선을 다해 만든 사람한테 왜 그러
1548,10,일단 1편이니까 깔아두는거 치고는 재밌었음 그리고 원더우먼 나올때 소름
1549,10,알바생풀었나  이영화재밌는데 왜이렇게 욕들뿐이래
1550,10,그냥 존잼솔직히 재미없다고 하는 사람들 이해안감
1551,9,솔직히 말해서 벤 에플렉의 배트맨은 사상최고였다 원더우먼도 마찬가지 렉스루터도 연기를 무지 잘했다 액션신은 모든영화 통틀어 역대급이었다 단지 개연성이 무지 모자라다 근데 그거 제외해도 볼만한 영화다
1552,1,진짜 개연성부족 맨오브스틸 보고 보면 재밌다고  화해하는 장면부터 개어이없는데 무슨
1553,10,정말 최고예요 어벤져스에 비해서 훨씬이요
1554,10,베트맨어아어오어어이어언
1555,10,만화가 원작이다 그만큼 표현하기 어려웠을거다 만화다운  영화 그럴로 만족한다
1556,10,맨오즈스틸보고나서 케릭터들간의 사전지식이 쫌만있으면 꿀잼
1557,10,어벤져스같은 단순한 시나리오만 이해되는 사람은 재미없을듯 영화 몰입잘하시구 이해되시는분들은 잼있습니다 마블빠돌이들은 이해못해서 별점테러하는듯원더우먼 간지난다 짱잼
1558,10,취향저격 관람전 맨오브스틸 관람 필수다음편이 더 기대되는 영화
1559,1,스나이더 형  감독이  체질에 안맞으니 다른 직업을 선택하십시요 제발요
1560,10,내용이 살짝무겁고 스토리는 재밌음 갠적으로 데드풀보다 훨씬남 액션신도 많았고 살짝 배트맨이 약하게나와서 팬인나는 실망했지만 슈퍼맨이 인간이아니라쿠키영상없어서 아쉬웠고 전체적으로 지루하지도않고 볼만함 배트맨 슈퍼
1561,10,평점보니 이해못하는 학생들 천지네 엄마이름 똑같다고 화해했다는 헛소리  좀 하지말지 이해력  딸리면 그걸 그대로 받아들이냐 
1562,10,덜 유치하고 뭐랄까 적당히 무거운 분위기에생각도 하게하는 재밌는 영웅물이었어요보기전 평점이 낮아서 기대안했는데보고나니 왜 평점 낮은지 모르겠음;;;;
1563,10,누가 이영화를 쓰레기라고 했냐악평이 엄청나길래 걱정하면서 봤지만 그건 기우였다 왜 그이름을 거론하냐고 묻는 배트맨을 알지도 못하면서 그저 이름이 같다고 손잡는 장면이 어이없다는 무뇌충들이란 원더우먼 빼더라
1564,10,하도 말들이 많아 기대안했는데 정말 재밌게 봤다 잭스나이더의 무거운 톤이 디씨와 궁합이 딱 맞는듯
1565,10,누가재미없다냐그정도는 아닌데 8점정도 영화임평균맞추기위해 십점줌
1566,10,아 너무 집중해서 봤네요 평점 보고 별기대 없이 봤는데 오 장난아니게 잼남 저스티스의시작을 잘알려주는거같은 느낌 앞으로 나올영화들이 기대됨
1567,1,이런 내용일줄이야 유치의 극치 절대 비추
1568,1,영화관에서 졸아보긴 처음이다
1569,1,일주일에  영화 한편씩은 장르 안가리고 보는 사람인데요이 영화 진짜 재미없어요 액션영화가 이렇게 졸립기는 처음입니다
1570,1,아버지어머니장인어른장모님마누라나 6명이 약속잡고 보러갔다 영화끝나고 나갈때 죄송스럽더라
1571,10,평점 56점 단 사람들은 그냥 앞으로 예술 영화나 보세요 최근에 개봉한 데드풀 레버런트 보다 잼있었어요
1572,1,땡 땡 땡 땡 땡 땡 땡 땡  땡 땡 땡 땡
1573,1,크리스토퍼 놀란이 보고 깜짝 놀란영화
1574,1,자막 번역 발로 했냐 자막때문에 흥행 안되면 손해배상 청구해라 발로 만든 이사람 퇴출시켜라
1575,10,이런영화를 눈으로 볼수있게 해주신 감독님과 배우분들께 감사드립니다
1576,9,DC만의 묵직함과 무거운분위기웅장함이 잘 드러난 영화인것같습니다 무조건 비하하려고 하지 마시고 코믹스 그 자체로서 즐겨주시면 재밌게볼수있지 않나싶습니다개연성부족이라기보단그많은 분량을 2시간에 우겨넣은거라생각하시면
1577,6,영상미나 연출은 좋았지만 개연성과 설명이 부족하고 상당히 지루했다
1578,6,마블이 8년 동안 다져 놓은걸 영화 한편으로 따라잡아야하는 DC의 애처로움
1579,1,나쁜놈들 진짜 많구만댓글들 아주 가관이네
1580,10,별로라는 말을 듣고 가서인지 생각보다 좋았음 중요한 부분에서 개연성 부족이 좀 보이긴 하는게 아쉬움 감독판이 따로 나온다니 커버됐으면 함 맨오브스틸 단점이 많이 개선됐고 비슷한 마블의 어벤저스에 비해 나름 더 
1581,1,역대 쓰레기 영화보는 내내 화나보긴 처음같이 온 사람 눈치보여서 끝까지 보느라 힘들었음
1582,1,맨오브스틸보다 평점이 낮음 헐
1583,1,영상미랑 음악 빼곤 모조리 쓰레기임
1584,10,맨오브스틸때문에 살짝 실망했던 슈퍼맨 이번엔 제대로구나
1585,10,존잼-_- 점수가 왜이러냐
1586,10,너무너무너무재미있다
1587,10,단언컨데 정말 헨리카빌 벤 에플렉 갤 가돗은 정말 잘뽑았다 너무 많은걸 러닝타임내 보여주려한게 독이지만 저스티스 리그때 파트 원 투 나누면 대박 날거 같다 캐릭터매력이 진심 대박
1588,1,배트맨 자동차씬빼고  아무것도 기억안남
1589,10,정말 좋았다 갤가돗도 이뻤고 딩동 딩동
1590,10,아들 친구입니다명대사다재밌어요 데드풀 보다 볼거리가 5배정도많고어벤져스 1편같은  디시히어로가 아닌 히어로들의 시작점이라고  보시면됨
1591,8,시작은 늘 그렇듯 모자름이 있다 하지만우려할정도는 아니다 DC답게 배트맨답게분위기는 무겁다 확실히 다르다 어벤저스와는DC의 부활을 알리기엔 충분한작품이었다
1592,1,정밀로 너무 재미없어요
1593,2,기대를 너무 하고봐서인지 실망이 꽤 커요
1594,10,전투씬꽤괜찮던데영화도볼만했어요
1595,10,완전 대박  안보면 후회 함 
1596,10,너무 기대를 많이한건가 기대치에 못미쳤지만DC충이므로 10점 드립니다
1597,10,평점 장난하나 디씨 코믹스 처음 봄 배대슈 겁나 잼있구만 어디서 평점 테러고 앞으로 디씨 영화 나오면 걍 보지말고 마블꺼나 봐라
1598,1,애미 이름 같아서 화해한다그럴거면 왜싸웠냐
1599,10,솔직히 이렇게 혹평 받을 영화는 아니다 암마타령하는넘들 때문에 안볼려다가 봤는데 액션씬은 진짜 볼만했다 그리고 마샤타령도 왜 그랬는지 첨부터 암시를 하더구만
1600,10,이영화 2번봄3번 볼 계획 맨오브스틸과 나름 잘 이어짐 원더우먼단독영화가 어떻게 되느냐에 따라 저스티스리그향방이 결정될듯 나름 선방한 것은 인정합시다
1601,10,평점보고실망했는데 직접보니 굉장히 재미있었다
1602,10,웅장 장엄 재미만 있더만 화해장면에서도 그 전에 배트맨의 부모 살해 기억과 엄마에 대한 그리움 안봤나 무슨 개연성이 없어
1603,1,이영화는 패스해야겠군
1604,10,무식들하긴   무슨 개연성이없어  지네들이 이해못하고는 숨막히는액션에 세계관까지 진짜 이해하고보는관객 몇 없을꺼다
1605,9,역시 히어로 영화는 무조건 영화관에서 봐야함 
1606,10,재밌게 잘 봤어요 다음 편은 언제할까요
1607,10,재밌기만 하구만 맨 오브 스틸안본사람 DC 세계관 저스티스 리그 모르는 사람 보지 마라 마블 빠돌이 꺼져 보지마
1608,1,이건 마치 2시간30분동안의 감옥생활과 같네요
1609,10,최고다 쓰레기라고 한사람들  잭스나이더에게  사과하라역대급이다
1610,8,사람들이 개 재미없다해서 기대안하고 봤는데 생각보다 봉만 했어요 뚝뚝 짤리는게 아쉬워요
1611,10,전체적으로 스토리가 좋습니다 그리고 평상시에 DC만화에 모르면서 그저 가볍게 마블영화처럼 재미만 추구하시는분에게는 절대 추천하지 않습니다 마블과 DC코믹 둘다 팬으로써 진부함과 깊은 내용에 대해서 알 고 싶다면 꼭
1612,7,어벤져스인끼에 급하게만든느낌
1613,10,마블 울고 있나 / 거대한 세계의 산뜻한 출발 / 슈퍼맨을 닮아가는 잭 스나이더  이 참을 수 없는 아드레날린
1614,10,뭐가 재미없다는 거야  한국영화 댓글 알바들 또 작업했나
1615,1,누가 꽁으로 보여주면 그사람 패버릴꺼 같다 아오 아까운시간 영화보고 잠이 안깨서 하품계속 했네 배트맨 슈퍼맨 원더우먼 좋다 이거야  근데 얘들이 너무 심각해 히어로는 심각하면 폭망
1616,10,원더우먼 반해쏭 내 스타일 나의 선택은 틀리지 않았다
1617,10,배트맨과 슈퍼맨만으로도 흥미 진진한데 원더우먼까지 나와서 더 신남 다음 작품에서는 원더우먼이 더 많이 나왔으면 좋겠어요
1618,10,배트맨과 슈퍼맨이 싸운다 더 이상 뭘 바라겠나  그동안 기다린 보람이 있었음  아래에 이런 저런말들 많은데 직접 보고 즐기길 추천
1619,10,이제 DC히어로의 시대인가 영화보는 동안 시간이 졸 빨리 감
1620,1,열등감에 찬 찐따쩌리 배트맨과 지 엄마 납치범이 하란대로 하는 슈퍼하지 않은 슈퍼맨의 투닥대는 싸움 게다가 싸움의 결말은 어따 니캉내캉 엄마 이름이 같으니 싸우지 말장께
1621,1,진짜 자막 뭐 번역기 돌려서 문법 맞춘것도 아니고 자막을 읽다보면 내가 뭔내용을 들은것지 헷갈리기 시작함 아니 진짜 자막번역자 자기 수준을 알면 이런 대작은 쫌 사양도 하고 그래야 하는거아냐
1622,3,어제 시사회 봤는데스토리 개연성도 떨어지고마지막 눈뽕 장면은 무슨 90년대 특촬물도 아니고 노답입니다 보지 마세요 시간 돈이 아까움
1623,6,관람객입니다 액션은 좋은데 지루해요 감독 연출력의 한계인듯 너무 쓸데 없는 씬이 많아 30분정도는 불필요해보임
1624,1,둘이 죽일듯이 싸우다가  급 화해하고 슈퍼맨 친구라고 본인을 소개하던 배트맨
1625,1, 진짜 뜬금포 지리고요 아휴  이걸 작년부터 기다린 저인데 참 한마디로 똥을 본 기분입니다
1626,10,초반 편집이 좀 매끄럽지 못한거 빼곤  아주 끝내줬음 그렇게 큰  우려안하셔도 됩니다
1627,10,아퍙점왤테낮아 1년기달린양환데금욜날보러간다 이영화노잼이여도 난무조건 10점이다 흥해라 나의영원한 영웅들
1628,10,이런영화는 기대안하고보는게 제일좋은듯
1629,10,확실히 저스티스 리그를 위한 도약단계다 보니 미흡한 부분이 있긴하다만 잭 스나이더 감독 특유의 액션과 화려함 마블과 다른 느낌의 DC만의 색깔 +베일 나도 좋았다 그런데 벤 에플렉 미쳤다 보면안다
1630,10,마블시리즈보다 재밌게 봤는데 왤케 평점이 낫죠
1631,8,이제 한국놈들은 영화의 기본적인 스토리 조차 이해를 못하는 지경까지 왔구나 하긴 박찬욱의 박쥐보다 에로영화 수십편이 더 평점 높은 지구상 유일한 나란데 뭘 바라냐 한남충들 
1632,10,수준 낮은 마블 영화 보단  솔직히 백배는  더 낫다
1633,10,정말 잘만들었어요 배트맨 시리즈 다봤는데 이번작이 정말 제일 잘만든것 같습니다 액션씬이 정말실감나게 잘살렸더군요 사운드도 그렇고 종합적으로봤을때 다크나이트편 보다 이번 편이 더좋았던거 같습니다
1634,10,왜 DC영화에서 마블의 오락성을 기대하는가  이건 DC코믹스  즉  저스티스리그로 가기위한 시작인것이다  그무엇보다 훌륭하다
1635,10,적어도 어벤져스2보단 훨씬 재밌었다
1636,3,아침 7시 왕아맥에서 보고 나왔다 히어로물 되게 좋아해서 남들이 재미없대도 나만큼은 재미나게 보는 편인데 진짜 이 작품은 아녔다 지루하고 집중 안되니까 폰 보는 사람이 다른 영화에 비해 월등히 많았음 알바들
1637,1,쓰레기 VS 수레기 
1638,1,내가 이걸 밤새도록본게 16년 최고의 후회
1639,10,쿵쾅쿵쾅 번쩍번쩍 쿵쾅쿵쾅 번쩍번쩍
1640,1,오늘 조조로 보고왔는데 할 말이 없다
